workbook_rank,workbook_id,made_person,workbook_title,problem_id,problem_title,answer_num,submit_num,answer_rate
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,13460,구슬 탈출 2,13339,79115,27.583%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,12100,2048 (Easy),13099,77710,26.145%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,3190,뱀,17744,63683,39.946%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,13458,시험 감독,18468,83626,28.693%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14499,주사위 굴리기,14381,44436,44.317%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14500,테트로미노,18927,76625,35.954%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14501,퇴사,27012,81580,49.654%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14502,연구소,26485,82941,54.809%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14503,로봇 청소기,19233,52465,53.723%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14888,연산자 끼워넣기,26371,86624,47.976%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14889,스타트와 링크,24190,83831,46.236%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14890,경사로,10338,25633,56.449%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,14891,톱니바퀴,13056,32848,54.552%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,15683,감시,11991,42269,43.884%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,15684,사다리 조작,7769,60502,21.727%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,15685,드래곤 커브,9057,23225,54.921%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,15686,치킨 배달,20961,71415,45.592%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,5373,큐빙,3462,12965,38.462%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,16234,인구 이동,13731,58328,37.227%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,16235,나무 재테크,7496,55250,21.913%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,16236,아기 상어,16515,59584,42.711%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,17144,미세먼지 안녕!,11843,32161,54.278%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,17143,낚시왕,7513,43700,26.540%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,17140,이차원 배열과 연산,5795,18892,43.925%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,17142,연구소 3,6335,39852,25.435%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,17779,게리맨더링 2,4273,11554,57.133%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,17837,새로운 게임 2,3712,12223,47.119%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,17822,원판 돌리기,4367,18602,33.392%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,17825,주사위 윷놀이,3333,12497,39.697%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,20061,모노미노도미노 2,1772,7347,34.603%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,19236,청소년 상어,4535,11329,64.795%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,19237,어른 상어,3404,13317,38.881%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,19238,스타트 택시,3849,27692,20.920%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,20055,컨베이어 벨트 위의 로봇,5689,14621,56.873%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,20056,마법사 상어와 파이어볼,4296,17707,36.305%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,20057,마법사 상어와 토네이도,3927,8275,70.936%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,20058,마법사 상어와 파이어스톰,3164,12134,39.397%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,21608,상어 초등학교,4808,16489,40.454%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,21609,상어 중학교,2475,10323,35.121%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,21610,마법사 상어와 비바라기,4110,11705,49.758%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,21611,마법사 상어와 블리자드,1889,12567,23.824%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,23288,주사위 굴리기 2,2167,4615,64.341%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,23289,온풍기 안녕!,1071,4715,37.343%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,23290,마법사 상어와 복제,1545,5221,50.906%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,23291,어항 정리,1299,3556,55.608%
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,25299,,,,
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,25300,,,,
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,25301,,,,
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,25302,,,,
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,26277,,,,
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,26278,,,,
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,26279,,,,
1,1152,baekjoon,삼성 SW 역량 테스트 기출 문제,26280,,,,
2,4349,redbin0471,단기간 성장,12865,평범한 배낭,24518,103246,35.472%
2,4349,redbin0471,단기간 성장,1655,가운데를 말해요,11718,53548,30.354%
2,4349,redbin0471,단기간 성장,3197,백조의 호수,3446,27261,19.114%
2,4349,redbin0471,단기간 성장,11401,이항 계수 3,6543,24336,40.469%
2,4349,redbin0471,단기간 성장,10830,행렬 제곱,8717,30800,34.385%
2,4349,redbin0471,단기간 성장,2933,미네랄,2244,12448,25.422%
2,4349,redbin0471,단기간 성장,2749,피보나치 수 3,7522,27662,39.290%
2,4349,redbin0471,단기간 성장,9376,탈옥,1347,9949,26.293%
2,4349,redbin0471,단기간 성장,6549,히스토그램에서 가장 큰 직사각형,8360,48027,26.468%
2,4349,redbin0471,단기간 성장,6087,레이저 통신,1962,14972,27.096%
2,4349,redbin0471,단기간 성장,11066,파일 합치기,9132,26757,49.874%
2,4349,redbin0471,단기간 성장,11049,행렬 곱셈 순서,9005,27569,44.229%
2,4349,redbin0471,단기간 성장,4991,로봇 청소기,2154,9895,30.763%
2,4349,redbin0471,단기간 성장,7579,앱,6990,24897,37.175%
2,4349,redbin0471,단기간 성장,10942,팰린드롬?,9521,47805,29.549%
2,4349,redbin0471,단기간 성장,1039,교환,2669,16267,22.406%
2,4349,redbin0471,단기간 성장,9370,미확인 도착지,3950,21654,24.956%
2,4349,redbin0471,단기간 성장,1981,배열에서 이동,1469,8573,24.422%
2,4349,redbin0471,단기간 성장,11657,타임머신,7218,52937,23.612%
2,4349,redbin0471,단기간 성장,2931,가스관,1329,7791,27.844%
2,4349,redbin0471,단기간 성장,11404,플로이드,16750,56682,41.599%
2,4349,redbin0471,단기간 성장,10217,KCM Travel,693,24419,12.621%
2,4349,redbin0471,단기간 성장,2151,거울 설치,1483,9001,24.708%
2,4349,redbin0471,단기간 성장,16954,움직이는 미로 탈출,2454,12103,28.120%
2,4349,redbin0471,단기간 성장,1956,운동,5613,19085,40.349%
2,4349,redbin0471,단기간 성장,16946,벽 부수고 이동하기 4,3494,17780,25.279%
2,4349,redbin0471,단기간 성장,2098,외판원 순회,6992,45071,27.099%
2,4349,redbin0471,단기간 성장,2186,문자판,1239,7950,22.622%
2,4349,redbin0471,단기간 성장,1086,박성원,1615,8633,25.449%
2,4349,redbin0471,단기간 성장,17404,RGB거리 2,5477,11534,58.136%
2,4349,redbin0471,단기간 성장,3108,로고,995,4470,30.531%
2,4349,redbin0471,단기간 성장,12886,돌 그룹,2120,10522,28.320%
2,4349,redbin0471,단기간 성장,2482,색상환,2842,11173,34.633%
2,4349,redbin0471,단기간 성장,14002,가장 긴 증가하는 부분 수열 4,10157,33897,39.399%
2,4349,redbin0471,단기간 성장,5213,과외맨,569,4445,20.736%
2,4349,redbin0471,단기간 성장,14003,가장 긴 증가하는 부분 수열 5,6265,26282,33.861%
2,4349,redbin0471,단기간 성장,9252,LCS 2,9129,32865,37.826%
2,4349,redbin0471,단기간 성장,9177,단어 섞기,816,4208,27.624%
2,4349,redbin0471,단기간 성장,1019,책 페이지,3680,14922,41.413%
2,4349,redbin0471,단기간 성장,13913,숨바꼭질 4,8601,36423,31.409%
2,4349,redbin0471,단기간 성장,11779,최소비용 구하기 2,6579,25184,36.278%
2,4349,redbin0471,단기간 성장,5022,연결,372,2508,19.672%
2,4349,redbin0471,단기간 성장,1167,트리의 지름,11249,42956,33.913%
2,4349,redbin0471,단기간 성장,2263,트리의 순회,7028,28475,32.622%
2,4349,redbin0471,단기간 성장,11812,K진 트리,1013,4935,26.985%
2,4349,redbin0471,단기간 성장,11438,LCA 2,5473,29743,32.562%
2,4349,redbin0471,단기간 성장,1717,집합의 표현,15823,82550,28.082%
2,4349,redbin0471,단기간 성장,1976,여행 가자,9740,34578,37.074%
2,4349,redbin0471,단기간 성장,1637,날카로운 눈,501,2545,29.821%
2,4349,redbin0471,단기간 성장,4195,친구 네트워크,6899,40857,26.111%
2,4349,redbin0471,단기간 성장,10775,공항,4632,18038,35.075%
2,4349,redbin0471,단기간 성장,7682,틱택토,1005,4555,29.097%
2,4349,redbin0471,단기간 성장,1197,최소 스패닝 트리,16774,68982,40.862%
2,4349,redbin0471,단기간 성장,4386,별자리 만들기,6079,12800,58.245%
2,4349,redbin0471,단기간 성장,10282,해킹,3755,12720,39.560%
2,4349,redbin0471,단기간 성장,1774,우주신과의 교감,3527,16780,29.999%
2,4349,redbin0471,단기간 성장,2887,행성 터널,5571,21721,34.928%
2,4349,redbin0471,단기간 성장,15681,트리와 쿼리,3344,9433,46.118%
2,4349,redbin0471,단기간 성장,16933,벽 부수고 이동하기 3,1978,12233,23.783%
2,4349,redbin0471,단기간 성장,2213,트리의 독립집합,2093,5849,47.644%
2,4349,redbin0471,단기간 성장,2533,사회망 서비스(SNS),4855,18662,36.625%
2,4349,redbin0471,단기간 성장,1949,우수 마을,2716,7299,53.078%
2,4349,redbin0471,단기간 성장,11758,CCW,6660,13509,61.678%
2,4349,redbin0471,단기간 성장,2166,다각형의 면적,6111,27206,28.725%
2,4349,redbin0471,단기간 성장,12781,PIZZA ALVOLOC,898,3579,33.395%
2,4349,redbin0471,단기간 성장,17386,선분 교차 1,2500,9468,35.039%
2,4349,redbin0471,단기간 성장,17387,선분 교차 2,2713,14089,25.977%
2,4349,redbin0471,단기간 성장,2162,선분 그룹,2518,13288,26.839%
2,4349,redbin0471,단기간 성장,1786,찾기,6468,37347,29.932%
2,4349,redbin0471,단기간 성장,1701,Cubeditor,2222,8876,34.562%
2,4349,redbin0471,단기간 성장,4354,문자열 제곱,1796,7886,32.942%
2,4349,redbin0471,단기간 성장,10266,시계 사진들,1056,2880,47.397%
2,4349,redbin0471,단기간 성장,14725,개미굴,2695,5307,66.005%
2,4349,redbin0471,단기간 성장,2252,줄 세우기,15673,40450,56.675%
2,4349,redbin0471,단기간 성장,3665,최종 순위,3034,11249,37.397%
2,4349,redbin0471,단기간 성장,1005,ACM Craft,11431,64937,27.421%
2,4349,redbin0471,단기간 성장,1766,문제집,8892,23940,48.423%
2,4349,redbin0471,단기간 성장,14442,벽 부수고 이동하기 2,4312,23735,26.942%
2,4349,redbin0471,단기간 성장,13344,Chess Tournament,360,1633,30.176%
2,4349,redbin0471,단기간 성장,3584,가장 가까운 공통 조상,3385,8793,51.420%
2,4349,redbin0471,단기간 성장,17435,합성함수와 쿼리,1609,4502,52.547%
2,4349,redbin0471,단기간 성장,13511,트리와 쿼리 2,1115,5067,28.458%
2,4349,redbin0471,단기간 성장,2150,Strongly Connected Component,3629,13177,45.723%
2,4349,redbin0471,단기간 성장,4196,도미노,1788,8196,29.980%
2,4349,redbin0471,단기간 성장,3977,축구 전술,1100,3964,34.077%
2,4349,redbin0471,단기간 성장,4013,ATM,1094,6425,24.774%
2,4349,redbin0471,단기간 성장,11280,2-SAT - 3,1414,3804,53.358%
2,4349,redbin0471,단기간 성장,11281,2-SAT - 4,1250,4066,46.590%
2,4349,redbin0471,단기간 성장,11505,구간 곱 구하기,5276,21030,32.466%
2,4349,redbin0471,단기간 성장,11658,구간 합 구하기 3,1387,6055,35.087%
2,4349,redbin0471,단기간 성장,1708,볼록 껍질,3437,24028,25.455%
2,4349,redbin0471,단기간 성장,9240,로버트 후드,1228,6620,35.625%
2,4349,redbin0471,단기간 성장,7420,맹독 방벽,626,1892,40.000%
2,4349,redbin0471,단기간 성장,1867,돌멩이 제거,1239,2899,56.861%
2,4349,redbin0471,단기간 성장,11375,열혈강호,3344,13107,42.249%
2,4349,redbin0471,단기간 성장,11376,열혈강호 2,2296,7774,45.474%
2,4349,redbin0471,단기간 성장,17412,도시 왕복하기 1,1152,4006,39.972%
2,4349,redbin0471,단기간 성장,11378,열혈강호 4,1239,3856,45.957%
2,4349,redbin0471,단기간 성장,2316,도시 왕복하기 2,1199,6249,26.781%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,15591,MooTube (Silver),1900,6707,37.977%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10021,Watering the Fields,481,2478,26.342%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,17780,새로운 게임,1136,3115,49.434%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,18500,미네랄 2,638,2366,35.327%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,16639,괄호 추가하기 3,403,1231,44.878%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1800,인터넷 설치,700,2977,32.468%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,14466,소가 길을 건너간 이유 6,932,3055,39.575%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,5852,Island Travels,57,336,25.676%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,5827,What's Up With Gravity,107,958,18.805%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,17837,새로운 게임 2,3712,12223,47.119%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,9874,Wormholes,73,278,35.266%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,5901,Relocation,89,258,40.455%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,9881,Ski Course Design,385,1133,45.347%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,13614,Ecologia,4,46,21.053%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,13595,Mania de Par,9,45,23.077%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,6063,Rubik's Cube,42,206,25.767%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10037,Decorating the Pastures,45,129,39.474%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10875,뱀,679,10292,13.385%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,14529,Where's Bessie?,58,153,44.275%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,16918,봄버맨,3009,10387,40.449%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,16967,배열 복원하기,1228,3292,45.130%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,13604,Jogo de Estratégia,88,156,63.309%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,13625,Boss,13,44,35.135%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,13627,Dangerous Dive,148,239,71.845%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,9879,Cross Country Skiing,84,203,48.555%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,9877,Ski Course Rating,94,271,53.714%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,17182,우주 탐사선,1034,2515,54.108%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,3109,빵집,5146,22396,30.844%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,18428,감시 피하기,2901,9958,43.441%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,2632,피자판매,1278,5208,35.129%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,4256,트리,2118,5212,56.047%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,17199,Milk Factory,325,717,53.808%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,2638,치즈,7665,21983,46.147%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,14324,Rain (Small),58,145,46.032%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,15235,Olympiad Pizza,342,557,68.952%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,13335,트럭,4296,10263,54.810%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,13787,Infinity Maze,24,128,25.532%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,11967,불켜기,1605,8077,27.840%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,8972,미친 아두이노,675,2906,29.120%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1391,종이접기,46,258,50.000%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1918,후위 표기식,10930,39802,36.283%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1935,후위 표기식2,8083,20827,48.459%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1113,수영장 만들기,1045,4161,36.285%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1109,섬,148,956,23.125%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,12000,Circular Barn (Bronze),398,850,51.688%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,16767,Convention II,193,486,52.732%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1976,여행 가자,9740,34578,37.074%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,17025,Icy Perimeter,336,785,48.766%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,5558,チーズ (Cheese),577,1412,57.700%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,2164,카드2,36172,88010,50.958%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1244,스위치 켜고 끄기,8062,50313,19.871%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1765,닭싸움 팀 정하기,484,1461,44.567%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,2234,성곽,3335,9633,46.873%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,2174,로봇 시뮬레이션,2461,13401,22.931%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,2983,개구리 공주,274,2041,27.482%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,5830,Bovine Ballet,32,61,52.459%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,11964,Fruit Feast,225,622,41.513%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,11965,Bessie's Dream,120,1034,18.576%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,15113,Grid Coloring,37,114,58.730%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,15059,Hard choice,1616,1999,85.457%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,6087,레이저 통신,1962,14972,27.096%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1189,컴백홈,1979,4522,54.653%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10653,마라톤 2,375,1456,37.955%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,11996,Circular Barn (Silver),124,341,51.883%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,12467,Rains Over Atlantis (Small),6,26,50.000%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1135,뉴스 전하기,1254,3399,45.917%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,18427,함께 블록 쌓기,475,1536,40.494%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,18429,근손실,1883,3653,61.758%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,18430,무기 공학,581,1672,46.554%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,18809,Gaaaaaaaaaarden,1278,4352,44.160%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,18808,스티커 붙이기,2007,4303,62.621%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10655,마라톤 1,946,2377,49.685%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,11975,Build Gates,118,277,59.596%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,11997,Load Balancing (Silver),275,925,39.286%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10674,Meeting Time,62,181,48.819%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10530,Flowery Trails,43,103,65.152%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,3482,Labyrinth,201,930,28.963%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,8061,Bitmap,152,435,45.238%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10259,Amanda Lounges,39,135,31.452%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,4347,Tic Tac Toe,63,366,25.506%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,2138,전구와 스위치,2589,9200,37.923%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10836,여왕벌,1104,5327,30.968%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1043,거짓말,7697,22743,44.597%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10800,컬러볼,2304,16187,22.628%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,8980,택배,2609,8773,42.040%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1725,히스토그램,5510,21142,39.620%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,17086,아기 상어 2,3070,8385,47.209%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,10159,저울,3944,7678,66.108%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,1917,정육면체 전개도,336,1344,38.444%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,3025,돌 던지기,277,4363,16.778%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,17788,Gluttonous Goop,52,149,37.681%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,18606,Block Breaker,12,40,42.857%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,2310,어드벤처 게임,307,1589,29.127%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,6178,Lake Making,40,63,78.431%
3,4357,danimartinwife,★직접 코테 광탈하면서 모은 문제들☆,6373,Round and Round We Go,60,225,36.364%
4,2771,baekjoon,삼성 A형 기출 문제,16637,괄호 추가하기,5143,17194,40.375%
4,2771,baekjoon,삼성 A형 기출 문제,17070,파이프 옮기기 1,10278,31998,45.692%
4,2771,baekjoon,삼성 A형 기출 문제,17135,캐슬 디펜스,6456,29061,32.442%
4,2771,baekjoon,삼성 A형 기출 문제,17136,색종이 붙이기,4966,23317,34.854%
4,2771,baekjoon,삼성 A형 기출 문제,17281,⚾,4024,13132,45.300%
4,2771,baekjoon,삼성 A형 기출 문제,3954,Brainf**k 인터프리터,300,7111,11.398%
4,2771,baekjoon,삼성 A형 기출 문제,17406,배열 돌리기 4,5240,18095,39.142%
4,2771,baekjoon,삼성 A형 기출 문제,17471,게리맨더링,5843,21119,39.952%
4,2771,baekjoon,삼성 A형 기출 문제,17472,다리 만들기 2,4981,22085,32.549%
5,459,automata,Python 배우기 (1~50),2557,Hello World,275776,966724,39.505%
5,459,automata,Python 배우기 (1~50),1000,A+B,247027,879390,40.191%
5,459,automata,Python 배우기 (1~50),10998,A×B,170990,251294,77.662%
5,459,automata,Python 배우기 (1~50),1001,A-B,210375,360303,70.405%
5,459,automata,Python 배우기 (1~50),1008,A/B,168893,594282,34.731%
5,459,automata,Python 배우기 (1~50),10869,사칙연산,169004,428881,46.525%
5,459,automata,Python 배우기 (1~50),10430,나머지,148575,327221,52.724%
5,459,automata,Python 배우기 (1~50),2558,A+B - 2,60577,94530,72.780%
5,459,automata,Python 배우기 (1~50),2588,곱셈,125337,314945,47.560%
5,459,automata,Python 배우기 (1~50),3046,R2,26092,36798,77.694%
5,459,automata,Python 배우기 (1~50),2163,초콜릿 자르기,21672,35268,71.285%
5,459,automata,Python 배우기 (1~50),11021,A+B - 7,103711,243580,49.211%
5,459,automata,Python 배우기 (1~50),11022,A+B - 8,100608,166711,68.565%
5,459,automata,Python 배우기 (1~50),10699,오늘 날짜,21855,45086,56.261%
5,459,automata,Python 배우기 (1~50),7287,등록,49494,113678,51.578%
5,459,automata,Python 배우기 (1~50),2525,오븐 시계,66747,200913,38.765%
5,459,automata,Python 배우기 (1~50),2530,인공지능 시계,14518,36266,46.475%
5,459,automata,Python 배우기 (1~50),2914,저작권,16123,22079,79.876%
5,459,automata,Python 배우기 (1~50),5355,화성 수학,6189,12185,57.776%
5,459,automata,Python 배우기 (1~50),2675,문자열 반복,78821,183468,50.390%
5,459,automata,Python 배우기 (1~50),2935,소음,8635,16509,59.920%
5,459,automata,Python 배우기 (1~50),9498,시험 성적,155122,335342,55.087%
5,459,automata,Python 배우기 (1~50),10817,세 수,52406,125596,49.214%
5,459,automata,Python 배우기 (1~50),11653,소인수분해,38291,91026,52.798%
5,459,automata,Python 배우기 (1~50),1789,수들의 합,16840,48762,41.793%
5,459,automata,Python 배우기 (1~50),2753,윤년,133675,304661,52.150%
5,459,automata,Python 배우기 (1~50),10039,평균 점수,37216,65867,63.616%
5,459,automata,Python 배우기 (1~50),1934,최소공배수,29097,61410,56.961%
5,459,automata,Python 배우기 (1~50),2480,주사위 세개,64438,158747,47.705%
5,459,automata,Python 배우기 (1~50),4101,크냐?,14918,31926,51.881%
5,459,automata,Python 배우기 (1~50),10156,과자,13461,24014,61.858%
5,459,automata,Python 배우기 (1~50),3009,네 번째 점,28926,44612,73.534%
5,459,automata,Python 배우기 (1~50),2476,주사위 게임,8428,17859,54.276%
5,459,automata,Python 배우기 (1~50),2754,학점계산,13545,25089,59.364%
5,459,automata,Python 배우기 (1~50),2884,알람 시계,122333,390898,37.813%
5,459,automata,Python 배우기 (1~50),7567,그릇,9269,14827,72.488%
5,459,automata,Python 배우기 (1~50),5063,TGN,8376,13310,69.858%
5,459,automata,Python 배우기 (1~50),10102,개표,5915,9660,66.483%
5,459,automata,Python 배우기 (1~50),10886,0 = not cute / 1 = cute,12055,20378,66.182%
5,459,automata,Python 배우기 (1~50),10988,팰린드롬인지 확인하기,20878,37995,64.656%
5,459,automata,Python 배우기 (1~50),5086,배수와 약수,22082,36671,66.080%
